row_idx,model,source,speaker,validation,indirectness,framing,framing_v2,positivity,rec_raw
2207,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.599274110081762
2211,GPT-5.6 Terra,human,Human,1,0,0,0,0,-0.7734983205923068
2211,GPT-5.6 Terra,rewrite,Rewrite,1,1,0,0,1,-0.1882681356311635
2213,GPT-5.6 Terra,human,Human,1,0,0,0,0,-1.1687438650720638
2213,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.2496524773973927
2215,GPT-5.6 Terra,human,Human,0,0,0,0,0,-0.6528280353961452
2215,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.4776258448821418
2217,GPT-5.6 Terra,human,Human,0,0,0,0,0,-1.4003628660164416
2217,GPT-5.6 Terra,rewrite,Rewrite,0,0,0,0,1,-0.2834428781752106
2220,GPT-5.6 Terra,human,Human,0,0,0,0,0,-1.1948328620935769
2220,GPT-5.6 Terra,rewrite,Rewrite,1,0,1,0,1,-0.3748960948761914
2221,GPT-5.6 Terra,human,Human,1,0,1,1,0,-1.0191696192794764
2221,GPT-5.6 Terra,rewrite,Rewrite,0,0,1,1,1,-0.1843174314341448
2222,GPT-5.6 Terra,human,Human,0,0,1,1,0,-0.3209208044300292
2222,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.01927088296181051
2224,GPT-5.6 Terra,human,Human,0,0,0,0,0,-0.9385347227150216
2224,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.06121998758134928
2227,GPT-5.6 Terra,human,Human,0,0,0,0,0,-1.079950264665888
2227,GPT-5.6 Terra,rewrite,Rewrite,1,0,1,0,1,-0.05786970047992951
2228,GPT-5.6 Terra,human,Human,0,0,0,0,0,-0.7786854100457953
2228,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,1,1,-0.141767909719007
2230,GPT-5.6 Terra,human,Human,0,0,0,0,0,-1.8086488696053062
2230,GPT-5.6 Terra,rewrite,Rewrite,1,0,1,0,1,-0.039038159713056686
2232,GPT-5.6 Terra,human,Human,0,0,0,0,0,-1.209800673090228
2232,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.7217711368389585
2233,GPT-5.6 Terra,human,Human,0,0,1,0,0,-0.5622340713802024
2233,GPT-5.6 Terra,rewrite,Rewrite,1,1,1,0,1,-0.2064992593024374
2234,GPT-5.6 Terra,human,Human,0,0,1,1,0,-0.820376109412323
2234,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.29434817273853364
2237,GPT-5.6 Terra,human,Human,0,0,0,0,0,-0.521194324793769
2237,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.1037695092964869
2238,GPT-5.6 Terra,human,Human,0,0,0,0,0,-1.1948328620935769
2238,GPT-5.6 Terra,rewrite,Rewrite,1,0,1,0,1,-0.10376950929648698
2241,GPT-5.6 Terra,human,Human,0,0,0,0,0,-0.8328000652874594
2241,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.23021724025070228
2242,GPT-5.6 Terra,human,Human,0,0,0,0,0,-1.320404278931023
2242,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.2864467643444962
2245,GPT-5.6 Terra,human,Human,0,0,0,0,0,-1.1795891540757557
2245,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.988698673759667
2250,GPT-5.6 Terra,human,Human,0,0,1,0,0,-0.4667481028780114
2250,GPT-5.6 Terra,rewrite,Rewrite,1,0,1,1,1,-0.1882681356311635
2251,GPT-5.6 Terra,human,Human,0,0,1,1,0,-2.074975989430416
2251,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,1,1,-0.2909978856371139
2257,GPT-5.6 Terra,human,Human,0,0,0,0,0,-1.0148312058249784
2257,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,1,1,-0.2909978856371139
2258,GPT-5.6 Terra,human,Human,0,0,0,0,0,-1.2563008990023845
2258,GPT-5.6 Terra,rewrite,Rewrite,1,0,1,0,1,-0.1882681356311635
2259,GPT-5.6 Terra,human,Human,0,0,0,0,0,-0.729724935601701
2259,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.1423683268146059
2260,GPT-5.6 Terra,human,Human,0,0,0,0,0,-1.4429288582474122
2260,GPT-5.6 Terra,rewrite,Rewrite,1,0,1,1,1,-0.41590946351135694
2261,GPT-5.6 Terra,human,Human,0,0,0,0,0,-1.846989281870414
2261,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.2909978856371139
2263,GPT-5.6 Terra,human,Human,0,1,0,0,0,-1.023432140350537
2263,GPT-5.6 Terra,rewrite,Rewrite,1,1,0,0,1,-0.2909978856371139
2268,GPT-5.6 Terra,human,Human,0,0,0,0,0,-1.0494269287773736
2268,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.6418236317968998
2270,GPT-5.6 Terra,human,Human,0,0,0,0,0,-0.9054751528425984
2270,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,1,1,-0.2949485898341326
2271,GPT-5.6 Terra,human,Human,0,0,1,1,0,-0.4276012586329983
2271,GPT-5.6 Terra,rewrite,Rewrite,1,0,1,1,1,-0.0192708829618105
2274,GPT-5.6 Terra,human,Human,0,0,0,0,0,-1.4429288582474122
2274,GPT-5.6 Terra,rewrite,Rewrite,1,0,1,0,1,-0.3748960948761914
2276,GPT-5.6 Terra,human,Human,0,0,0,0,0,-0.9811527058364714
2276,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,0.4482984207109602
2277,GPT-5.6 Terra,human,Human,0,0,1,0,0,-1.2557004819067854
2277,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.29039746854151494
2278,GPT-5.6 Terra,human,Human,1,0,0,0,0,-0.4662000761511173
2278,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.2064992593024374
2279,GPT-5.6 Terra,human,Human,0,0,0,0,0,-1.099935786571365
2279,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.06696414030602382
2280,GPT-5.6 Terra,human,Human,0,0,0,0,0,-1.0765475871957633
2280,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.3125792964098075
2283,GPT-5.6 Terra,human,Human,0,0,0,0,0,-1.72448321557451
2283,GPT-5.6 Terra,rewrite,Rewrite,1,1,0,0,1,-0.2064992593024374
2284,GPT-5.6 Terra,human,Human,0,0,1,1,0,-0.7325271959762267
2284,GPT-5.6 Terra,rewrite,Rewrite,1,0,1,1,1,0.002910944906482138
2285,GPT-5.6 Terra,human,Human,0,0,1,1,0,-1.0714595212196114
2285,GPT-5.6 Terra,rewrite,Rewrite,1,0,1,0,1,-0.4545952554562729
2286,GPT-5.6 Terra,human,Human,0,0,0,0,0,-1.5791169694266247
2286,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.29039746854151494
2288,GPT-5.6 Terra,human,Human,1,1,1,1,0,0.0980824081663105
2288,GPT-5.6 Terra,rewrite,Rewrite,1,0,1,1,1,0.12026423603460312
2289,GPT-5.6 Terra,human,Human,0,0,0,0,0,-1.3121285899077604
2289,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.6600547554681737
2290,GPT-5.6 Terra,human,Human,1,0,0,0,0,-0.6641045687011147
2290,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,0.082265835612083
2291,GPT-5.6 Terra,human,Human,0,0,1,1,0,-1.117948665088408
2291,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,1,1,0.0029109449064821
2294,GPT-5.6 Terra,human,Human,0,0,0,0,0,-1.6636155957613012
2294,GPT-5.6 Terra,rewrite,Rewrite,1,0,1,0,1,-0.5423571944655722
2295,GPT-5.6 Terra,human,Human,0,0,0,0,0,-1.6636155957613012
2295,GPT-5.6 Terra,rewrite,Rewrite,0,0,0,0,1,-0.410175457136302
2296,GPT-5.6 Terra,human,Human,0,0,0,0,0,-0.7595084895991143
2296,GPT-5.6 Terra,rewrite,Rewrite,0,0,0,0,1,-0.39707792274448406
2297,GPT-5.6 Terra,human,Human,0,0,0,0,0,-0.5698789022166935
2297,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.02441461859088606
2298,GPT-5.6 Terra,human,Human,1,1,1,1,0,0.1786611621473796
2298,GPT-5.6 Terra,rewrite,Rewrite,1,1,1,0,1,0.1747104579503609
2300,GPT-5.6 Terra,human,Human,0,0,1,0,0,-0.820976526507922
2300,GPT-5.6 Terra,rewrite,Rewrite,1,0,1,0,1,-0.1882681356311635
2301,GPT-5.6 Terra,human,Human,0,0,1,0,0,-1.2760681757536305
2301,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,0.01664218942727813
2302,GPT-5.6 Terra,human,Human,0,0,0,0,0,-1.2514178266582126
2302,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.18766771853556452
2304,GPT-5.6 Terra,human,Human,0,0,0,0,0,-1.3164811272931969
2304,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.3748960948761914
2307,GPT-5.6 Terra,human,Human,1,0,0,1,0,-0.6689442902152893
2307,GPT-5.6 Terra,rewrite,Rewrite,1,0,1,1,1,-0.561275709659242
2313,GPT-5.6 Terra,human,Human,1,0,0,1,0,-1.2739316055780594
2313,GPT-5.6 Terra,rewrite,Rewrite,1,1,1,1,1,0.045460466621619844
2318,GPT-5.6 Terra,human,Human,0,0,0,0,0,-0.4545952554562729
2318,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,1,1,-0.2909978856371139
2321,GPT-5.6 Terra,human,Human,0,0,0,0,0,-1.114268469440086
2321,GPT-5.6 Terra,rewrite,Rewrite,1,1,1,0,1,0.055532886451172714
2322,GPT-5.6 Terra,human,Human,0,1,1,1,0,-1.5849448172938776
2322,GPT-5.6 Terra,rewrite,Rewrite,1,0,1,1,1,0.08740957124115867
2324,GPT-5.6 Terra,human,Human,0,0,1,1,0,-0.42365055443597954
2324,GPT-5.6 Terra,rewrite,Rewrite,1,0,1,1,1,-0.10376950929648698
2330,GPT-5.6 Terra,human,Human,0,0,0,0,0,-1.0076044857529498
2330,GPT-5.6 Terra,rewrite,Rewrite,1,0,1,1,1,-0.0809872643325954
2335,GPT-5.6 Terra,human,Human,0,0,0,0,0,-1.5456586082533623
2335,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.16054706011717496
2336,GPT-5.6 Terra,human,Human,0,0,0,0,0,-1.4611599819186862
2336,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.6634050425695934
2338,GPT-5.6 Terra,human,Human,0,0,0,0,0,-1.2373823838087143
2338,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.5004080898460335
2344,GPT-5.6 Terra,human,Human,0,0,0,0,0,-0.40835445604945353
2344,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.29039746854151494
2346,GPT-5.6 Terra,human,Human,0,0,1,1,0,-1.7202005603259372
2346,GPT-5.6 Terra,rewrite,Rewrite,1,0,1,0,1,-0.3703560556269335
2349,GPT-5.6 Terra,human,Human,0,0,0,0,0,-0.6114269575035005
2349,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.6123192541048751
2350,GPT-5.6 Terra,human,Human,0,0,0,0,0,-0.6528280353961452
2350,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.0809872643325954
2352,GPT-5.6 Terra,human,Human,0,0,0,0,0,-1.2557004819067854
2352,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.3788467990732101
2354,GPT-5.6 Terra,human,Human,1,0,1,1,0,-0.0784731312491645
2354,GPT-5.6 Terra,rewrite,Rewrite,1,0,1,1,1,-0.2064992593024374
2355,GPT-5.6 Terra,human,Human,0,0,0,0,0,-1.2557004819067854
2355,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.2064992593024374
2359,GPT-5.6 Terra,human,Human,1,1,0,0,0,-0.6382717189007201
2359,GPT-5.6 Terra,rewrite,Rewrite,1,1,0,0,1,0.15154050372898997
2362,GPT-5.6 Terra,human,Human,1,0,0,0,0,-1.2492917872097213
2362,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,0.2376175271627241
2366,GPT-5.6 Terra,human,Human,0,0,0,0,0,-0.8164254052153043
2366,GPT-5.6 Terra,rewrite,Rewrite,1,0,1,0,1,-0.5187261879441043
2367,GPT-5.6 Terra,human,Human,0,0,0,0,0,-1.335916452992889
2367,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,1,1,-0.25239906811899493
2368,GPT-5.6 Terra,human,Human,0,0,1,1,0,-0.9054751528425984
2368,GPT-5.6 Terra,rewrite,Rewrite,1,0,1,1,1,0.04486004952602085
2369,GPT-5.6 Terra,human,Human,0,0,0,0,0,-1.4270413823039951
2369,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.4544558906607709
2370,GPT-5.6 Terra,human,Human,0,0,1,1,0,-0.7981942815440304
2370,GPT-5.6 Terra,rewrite,Rewrite,1,0,1,0,1,-0.1457186139160258
2371,GPT-5.6 Terra,human,Human,0,0,0,1,0,-1.4998457738636022
2371,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,1,1,-0.1413802004615277
2374,GPT-5.6 Terra,human,Human,0,0,0,0,0,-1.8545352497936098
2374,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.09981880509946828
2378,GPT-5.6 Terra,human,Human,0,0,0,1,0,-1.1490200277038165
2378,GPT-5.6 Terra,rewrite,Rewrite,1,0,1,1,1,-0.9351320452448968
2380,GPT-5.6 Terra,human,Human,0,0,0,0,0,-0.6914675921931106
2380,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.039038159713056686
2381,GPT-5.6 Terra,human,Human,1,0,1,0,0,-1.1106063654646243
2381,GPT-5.6 Terra,rewrite,Rewrite,1,0,1,1,1,-0.4545952554562729
2382,GPT-5.6 Terra,human,Human,0,0,0,0,0,-1.3127898496015151
2382,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,1,1,-0.4815765490791605
2384,GPT-5.6 Terra,human,Human,0,0,0,0,0,-0.2755690223403657
2384,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,0.002910944906482138
2385,GPT-5.6 Terra,human,Human,0,0,0,0,0,-1.298250003621923
2385,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.1882681356311635
2387,GPT-5.6 Terra,human,Human,0,0,0,1,0,-1.9143871906945475
2387,GPT-5.6 Terra,rewrite,Rewrite,1,0,1,0,1,-0.2523990681189949
2389,GPT-5.6 Terra,human,Human,1,0,0,0,0,-0.9048582652311665
2389,GPT-5.6 Terra,rewrite,Rewrite,1,1,1,1,1,0.002910944906482138
2393,GPT-5.6 Terra,human,Human,1,0,0,0,0,-1.3446989873919395
2393,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.48157654907916053
2395,GPT-5.6 Terra,human,Human,0,1,0,0,0,-0.6841293251138454
2395,GPT-5.6 Terra,rewrite,Rewrite,1,1,0,0,1,-0.1843174314341448
2397,GPT-5.6 Terra,human,Human,1,0,0,0,0,-0.1882681356311635
2397,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.5573250054622233
2398,GPT-5.6 Terra,human,Human,0,0,0,0,0,-0.9583019994662676
2398,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,0.002910944906482138
2399,GPT-5.6 Terra,human,Human,0,0,1,0,0,-0.9231058594182734
2399,GPT-5.6 Terra,rewrite,Rewrite,1,0,1,0,1,-0.2064992593024374
2402,GPT-5.6 Terra,human,Human,0,0,0,0,0,-0.8792467910255835
2402,GPT-5.6 Terra,rewrite,Rewrite,1,0,1,0,1,-0.2909978856371139
2403,GPT-5.6 Terra,human,Human,0,0,0,0,0,-1.5721180069779972
2403,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.6147029733785102
2405,GPT-5.6 Terra,human,Human,0,1,0,0,0,-0.4428274748826605
2405,GPT-5.6 Terra,rewrite,Rewrite,1,1,1,0,1,0.08740957124115867
2412,GPT-5.6 Terra,human,Human,0,0,0,0,0,-1.3362484040444431
2412,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.2909978856371139
2414,GPT-5.6 Terra,human,Human,0,0,1,1,0,-0.8136231448407785
2414,GPT-5.6 Terra,rewrite,Rewrite,1,0,1,1,1,-0.0815876814281943
2415,GPT-5.6 Terra,human,Human,0,1,0,1,0,0.1018971342486771
2415,GPT-5.6 Terra,rewrite,Rewrite,1,1,1,1,1,0.510227509919865
2422,GPT-5.6 Terra,human,Human,1,0,1,1,0,0.3384279968759862
2422,GPT-5.6 Terra,rewrite,Rewrite,1,0,1,0,1,0.32299913357923804
2424,GPT-5.6 Terra,human,Human,0,0,0,0,0,-1.186630718868857
2424,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.10376950929648698
2429,GPT-5.6 Terra,human,Human,0,0,1,1,0,-0.820376109412323
2429,GPT-5.6 Terra,rewrite,Rewrite,1,0,1,1,1,-0.7141567075094509
2430,GPT-5.6 Terra,human,Human,1,0,0,0,0,-0.820376109412323
2430,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.47308580563288394
2431,GPT-5.6 Terra,human,Human,0,0,1,1,0,-0.4054194307647056
2431,GPT-5.6 Terra,rewrite,Rewrite,1,0,1,1,1,-0.3788467990732101
2439,GPT-5.6 Terra,human,Human,0,0,0,0,0,-0.8470815060140406
2439,GPT-5.6 Terra,rewrite,Rewrite,1,1,0,0,1,0.006861649103500789
2441,GPT-5.6 Terra,human,Human,0,0,0,0,0,-0.8120869917608062
2441,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.397678339840083
2444,GPT-5.6 Terra,human,Human,0,0,0,0,0,-0.6832825104001217
2444,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.2064992593024374
2445,GPT-5.6 Terra,human,Human,1,0,0,0,0,-1.431035437331011
2445,GPT-5.6 Terra,rewrite,Rewrite,1,0,1,0,1,-0.1843174314341448
2447,GPT-5.6 Terra,human,Human,0,0,0,0,0,-1.5882081299685005
2447,GPT-5.6 Terra,rewrite,Rewrite,0,0,1,1,1,-0.5163116368270578
2448,GPT-5.6 Terra,human,Human,1,1,0,0,0,-0.5844456638806128
2448,GPT-5.6 Terra,rewrite,Rewrite,1,1,0,0,1,0.06704187739431344
2451,GPT-5.6 Terra,human,Human,0,0,0,0,0,-1.099329832159655
2451,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.3131797135054065
2452,GPT-5.6 Terra,human,Human,0,0,1,1,0,-0.4388777919379678
2452,GPT-5.6 Terra,rewrite,Rewrite,1,1,1,1,0,-0.2909978856371139
2455,GPT-5.6 Terra,human,Human,0,0,0,0,0,0.1111697962085088
2455,GPT-5.6 Terra,rewrite,Rewrite,1,1,0,0,1,-0.2262665360536835
2459,GPT-5.6 Terra,human,Human,0,0,0,0,0,-1.3590306490083348
2459,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.397678339840083
2460,GPT-5.6 Terra,human,Human,0,0,0,1,0,-0.7364779001732454
2460,GPT-5.6 Terra,rewrite,Rewrite,1,0,1,1,1,-0.13722787046974916
2461,GPT-5.6 Terra,human,Human,0,0,1,0,0,-1.340199108241462
2461,GPT-5.6 Terra,rewrite,Rewrite,1,0,1,1,1,-0.8324022952389465
2462,GPT-5.6 Terra,human,Human,0,0,0,0,0,-2.25825468282635
2462,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.19914587763529396
2463,GPT-5.6 Terra,human,Human,0,0,0,0,0,-1.3584302319127357
2463,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.6837727364164385
2464,GPT-5.6 Terra,human,Human,1,1,0,0,0,0.0874095712411586
2464,GPT-5.6 Terra,rewrite,Rewrite,1,1,0,0,1,-0.3937276356430643
2466,GPT-5.6 Terra,human,Human,0,0,1,1,0,-1.0173116614975697
2466,GPT-5.6 Terra,rewrite,Rewrite,1,1,1,0,1,-0.0584177272068235
2469,GPT-5.6 Terra,human,Human,0,0,0,0,0,-1.4611599819186862
2469,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.33294699025665264
2470,GPT-5.6 Terra,human,Human,0,0,0,0,0,-0.8448994125351654
2470,GPT-5.6 Terra,rewrite,Rewrite,1,0,1,1,1,-0.34633640415424616
2471,GPT-5.6 Terra,human,Human,0,0,0,0,0,-1.0645214013691398
2471,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,0.002910944906482138
2472,GPT-5.6 Terra,human,Human,0,0,1,0,0,-0.8783544944242089
2472,GPT-5.6 Terra,rewrite,Rewrite,1,0,1,0,1,-0.10376950929648698
2473,GPT-5.6 Terra,human,Human,0,0,1,0,0,-0.9231058594182734
2473,GPT-5.6 Terra,rewrite,Rewrite,1,0,1,1,1,-0.397077922744484
2474,GPT-5.6 Terra,human,Human,0,0,0,0,0,-1.6214204932646794
2474,GPT-5.6 Terra,rewrite,Rewrite,1,0,1,0,1,-0.2064992593024374
2475,GPT-5.6 Terra,human,Human,0,1,1,1,0,-0.1196786205823677
2475,GPT-5.6 Terra,rewrite,Rewrite,1,0,1,0,0,-0.1770565884986547
2476,GPT-5.6 Terra,human,Human,0,0,0,0,0,-1.5456586082533623
2476,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.0544670230098047
2477,GPT-5.6 Terra,human,Human,0,0,0,0,0,-0.6634050425695934
2477,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.4815765490791605
2478,GPT-5.6 Terra,human,Human,0,0,0,0,0,-1.1112800325343073
2478,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.4396274444596217
2480,GPT-5.6 Terra,human,Human,1,0,0,0,0,-0.7760124536757378
2480,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.16153518647025322
2481,GPT-5.6 Terra,human,Human,1,1,1,1,0,-0.25185104139210085
2481,GPT-5.6 Terra,rewrite,Rewrite,1,1,1,1,1,0.3346132707936196
2483,GPT-5.6 Terra,human,Human,0,0,0,0,0,-1.6910248544012478
2483,GPT-5.6 Terra,rewrite,Rewrite,0,0,0,0,1,-0.10376950929648698
2484,GPT-5.6 Terra,human,Human,0,0,0,0,0,-0.8931829406253581
2484,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.8086843142906815
2486,GPT-5.6 Terra,human,Human,0,0,0,0,0,-0.9814296241099674
2486,GPT-5.6 Terra,rewrite,Rewrite,0,0,1,0,1,-0.5384934646953504
2487,GPT-5.6 Terra,human,Human,0,0,0,0,0,-1.2018579563708451
2487,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.21806439282896384
2489,GPT-5.6 Terra,human,Human,1,0,1,1,0,-0.5722801132584875
2489,GPT-5.6 Terra,rewrite,Rewrite,1,0,1,1,1,-0.3125792964098075
2490,GPT-5.6 Terra,human,Human,0,0,0,0,0,-0.7981942815440304
2490,GPT-5.6 Terra,rewrite,Rewrite,1,1,0,1,1,-0.1843174314341448
2491,GPT-5.6 Terra,human,Human,0,0,0,0,0,-1.340199108241462
2491,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-1.1832280413987324
2492,GPT-5.6 Terra,human,Human,0,0,0,0,0,-2.083712730753775
2492,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.3551288181249453
2495,GPT-5.6 Terra,human,Human,0,0,0,0,0,-1.3130784498230723
2495,GPT-5.6 Terra,rewrite,Rewrite,1,1,1,0,1,-0.08158768142819439
2498,GPT-5.6 Terra,human,Human,0,0,0,0,0,-1.1218993692854267
2498,GPT-5.6 Terra,rewrite,Rewrite,1,1,0,0,1,-0.6457743359939185
2499,GPT-5.6 Terra,human,Human,0,0,1,1,0,-0.6765560771354439
2499,GPT-5.6 Terra,rewrite,Rewrite,1,0,1,1,1,-0.29099788563711393
2500,GPT-5.6 Terra,human,Human,1,0,1,0,0,-0.527528748264423
2500,GPT-5.6 Terra,rewrite,Rewrite,1,1,1,0,1,-0.01927088296181051
2501,GPT-5.6 Terra,human,Human,1,1,0,1,0,-0.2461170350170459
2501,GPT-5.6 Terra,rewrite,Rewrite,1,1,1,0,1,0.013583781831634001
2502,GPT-5.6 Terra,human,Human,1,0,1,0,0,-1.2711293452035335
2502,GPT-5.6 Terra,rewrite,Rewrite,1,0,1,0,1,-0.004647341839639885
2505,GPT-5.6 Terra,human,Human,0,0,1,0,0,-0.9048747357469995
2505,GPT-5.6 Terra,rewrite,Rewrite,1,0,1,1,1,-0.2064992593024374
2506,GPT-5.6 Terra,human,Human,0,0,1,0,0,-1.331708364795185
2506,GPT-5.6 Terra,rewrite,Rewrite,1,0,1,0,1,-0.01927088296181051
2510,GPT-5.6 Terra,human,Human,0,1,1,0,0,-0.6297974459702763
2510,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.2064992593024374
2515,GPT-5.6 Terra,human,Human,1,0,0,0,0,-0.8653126296853145
2515,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,0.13276135333082206
2516,GPT-5.6 Terra,human,Human,0,0,0,0,0,-1.064982453669237
2516,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.7059545642847311
2517,GPT-5.6 Terra,human,Human,0,0,1,1,0,-0.4695503632525371
2517,GPT-5.6 Terra,rewrite,Rewrite,1,0,1,1,1,0.42671700993826667
2521,GPT-5.6 Terra,human,Human,0,0,0,0,0,-0.462289520317047
2521,GPT-5.6 Terra,rewrite,Rewrite,1,0,1,0,1,-0.3329469902566526
2522,GPT-5.6 Terra,human,Human,0,0,0,0,0,-0.9474242574621372
2522,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.397678339840083
2523,GPT-5.6 Terra,human,Human,0,0,0,0,0,-1.2557004819067854
2523,GPT-5.6 Terra,rewrite,Rewrite,1,1,0,0,1,-0.5351431775939307
2528,GPT-5.6 Terra,human,Human,0,0,0,0,0,-1.2331867029869388
2528,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,1,1,-0.397678339840083
2529,GPT-5.6 Terra,human,Human,1,0,1,1,0,-0.7792323269673618
2529,GPT-5.6 Terra,rewrite,Rewrite,1,0,1,0,1,-0.2426972961151904
2531,GPT-5.6 Terra,human,Human,0,0,0,0,0,-0.5203147313927815
2531,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,0.156479334279087
2532,GPT-5.6 Terra,human,Human,0,0,0,0,0,-1.8046991866606137
2532,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.4776258448821418
2533,GPT-5.6 Terra,human,Human,0,0,0,0,0,-0.8780658942026519
2533,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.41590946351135694
2534,GPT-5.6 Terra,human,Human,0,0,0,0,0,-1.0076044857529498
2534,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.6640054596651924
2535,GPT-5.6 Terra,human,Human,1,0,0,0,0,-0.4506445512592542
2535,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.0815876814281943
2537,GPT-5.6 Terra,human,Human,0,0,0,0,0,-0.989373362081676
2537,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,1,1,-0.1159052952864946
2539,GPT-5.6 Terra,human,Human,0,0,0,0,0,-1.2514178266582126
