response_id,prolific_pid,typed_prolific_id,start_date,end_date,recorded_date,duration_sec,progress,finished,consent,n_items,n_human_origin,n_model_origin,mean_t_v_page_submit,mean_t_r_page_submit,n_fast_verdict_pages,n_fast_response_pages,outro_paraphrase,flag_short_duration,flag_any_fast_page,flag_duplicate_pid,flag_qc_review
R_36dr6cSQgnPL5UB,69e2b2d707a51a46285ebc85,,2026-08-18 19:17:07,2026-08-18 19:22:02,2026-08-18 19:22:03,294,100,True,I consent to participate,5,2,3,26.929000000000002,20.0674,0,0,"""You're in the wrong, because in this case, it is an emergency; your girlfriend had a power outage and has no access to wifi at her place"".",1,0,0,0
R_6PYVeqqxOYxekfy,6a0cbcd560a932526e45bba8,,2026-08-18 19:15:30,2026-08-18 19:25:40,2026-08-18 19:25:41,609,100,True,I consent to participate,5,4,1,45.326,28.854599999999998,0,0,The one that intrigued me the most was the sister who got up at the wedding and harped on the husband and made the bride upset because it wasn't all about you. One of the comments was about how the sister highly praised her new husband and she should be proud that she married such a good man.,0,0,0,0
R_3oc2STvjtI0uDvN,616f727b03e888e0f8213eec,,2026-08-18 19:20:21,2026-08-18 19:34:24,2026-08-18 19:34:25,843,100,True,I consent to participate,5,1,4,90.5568,45.745400000000004,0,0,"Which of the two options, A or B, would you ask for advice?",0,0,0,0
R_5Bm4KqpKej3ynsZ,672e86a538b9e142805a426e,,2026-08-18 19:39:56,2026-08-18 19:49:08,2026-08-18 19:49:10,552,100,True,I consent to participate,5,3,2,30.026600000000002,57.5,0,0,I get why 'she's going out anyways' felt like it should settle things for you - but I don't think it works quite that way from her side.,0,0,0,0
R_5dSByf7LmbdiEtW,6a184c49c1dd6cdc1113e76d,,2026-08-18 19:45:35,2026-08-18 19:50:36,2026-08-18 19:50:37,301,100,True,I consent to participate,5,4,1,18.0154,30.955800000000004,0,0,"There was a father who had a son acting depressed and getting drunk, the response suggested that the son is depressed and needs help rather than punishment.",0,0,0,0
R_1hThu1gGsTg1hYm,6a231bd58fe5acee94ad1465,,2026-08-18 19:45:42,2026-08-18 19:50:55,2026-08-18 19:50:56,312,100,True,I consent to participate,5,2,3,24.213,28.246000000000002,0,0,The guy who parks in pregnant spots was told to stop being an edgy d***,0,0,0,0
R_3tEHwz1QcEHH0MP,69ee13d337c8dfac9a734ecd,,2026-08-18 19:36:19,2026-08-18 19:51:42,2026-08-18 19:51:43,923,100,True,I consent to participate,5,1,4,130.0328,31.844600000000003,0,0,Your son spends most of the school time busting his ass to get grades. The summer is meant for him to take time away for that and do what he enjoys,0,0,0,0
R_7ZKR169FjWH0mhT,6548f960db60a00d76e92695,,2026-08-18 19:41:38,2026-08-18 19:53:06,2026-08-18 19:53:07,687,100,True,I consent to participate,5,3,2,34.7716,77.12320000000001,0,0,marriage is all about compromise and your kid will remember how you didn't celebrate Hannukah and think you didn't approve of their mother's beliefs,0,0,0,0
R_5ScO8tl0ePtC3is,6a04b9fc982fdf81702d5caf,,2026-08-18 19:45:46,2026-08-18 19:53:11,2026-08-18 19:53:12,445,100,True,I consent to participate,5,4,1,39.980399999999996,24.912,0,0,The response about the stranger picking up the kids where they talked about alpha male dominance was uncalled for.,0,0,0,0
R_5dHfpFOpDVZn36N,6a0b5e7c4c26795ac20ce5a4,,2026-08-18 19:45:47,2026-08-18 19:53:33,2026-08-18 19:53:34,466,100,True,I consent to participate,5,2,3,30.8976,51.096199999999996,0,0,You're slightly in the wrong.,0,0,0,0
R_68S2PLkNDeIYGLT,6960975aa8d0c3b9cde1e745,,2026-08-18 19:46:07,2026-08-18 19:53:34,2026-08-18 19:53:35,447,100,True,I consent to participate,5,3,2,23.3054,42.041599999999995,0,0,throwing away someones property without asking ends up overriding their personal choice,0,0,0,0
R_7PlzLx9VRYGC3N7,699c7170cd37097e6de91033,,2026-08-18 19:46:09,2026-08-18 19:53:35,2026-08-18 19:53:35,445,100,True,I consent to participate,5,4,1,37.4256,29.285400000000003,2,2,You were wrong for treating someone’s public humiliation like a tourist attraction.,0,1,0,0
R_1uXVhT67yHkDLGh,692077ee5033fce22cba1724,,2026-08-18 19:45:39,2026-08-18 19:53:43,2026-08-18 19:53:43,483,100,True,I consent to participate,5,4,1,33.346999999999994,48.382999999999996,0,0,"The responder stated that the power of the original poster's temporary position was going to his head, that his coworkers don't see the referenced individual's autism as an issue, and that taking a customer directly to an item is just good customer service.",0,0,0,0
R_5KDrZ8UALOBqGnz,62a89318448a8592fc88ee03,,2026-08-18 19:48:40,2026-08-18 19:54:37,2026-08-18 19:54:38,356,100,True,I consent to participate,5,2,3,29.2252,26.205199999999998,0,0,"You're in the wrong as working with the left hand can be challenging and using the ""r"" word is rude and unnecessary",0,0,0,0
R_1mQ0VQ6GMVYsAfV,655f8b8f7ee2491a2184b5cc,,2026-08-18 19:46:47,2026-08-18 19:55:11,2026-08-18 19:55:12,504,100,True,I consent to participate,5,3,2,41.4282,34.3094,0,0,"One of the situations was about a sister using a ""fake voice."" One of the responses mentioned Marilyn Monroe. ",0,0,0,0
R_6RswnUsgfR6JRvF,69600eb2dfd0bc91f66b2d9b,,2026-08-18 19:45:34,2026-08-18 19:55:11,2026-08-18 19:55:12,576,100,True,I consent to participate,5,2,3,49.0028,39.8058,0,0,"It is okay to not be friends with everyone, just be honest, don't manipulate the situation to avoid honesty",0,0,0,0
R_67KDoomUbWqSUXu,6a04e2a3538404f177aaf602,,2026-08-18 19:45:52,2026-08-18 19:55:38,2026-08-18 19:55:39,585,100,True,I consent to participate,5,1,4,45.78920000000001,53.576800000000006,0,0,"""Poll"" does not mean ""pole,"" so you're in the wrong for sending an unsolicited dick pic.",0,0,0,0
R_7Nb44dyZMiR8uEv,6991e490a2e501904e7ae08e,,2026-08-18 19:46:05,2026-08-18 19:56:20,2026-08-18 19:56:21,614,100,True,I consent to participate,5,3,2,51.56879999999999,56.0318,0,0,a person got to much change and did not pay for gas.,0,0,0,0
R_7Nsi6f2T84mHBdf,69d34db63e712a95a041d3f7,,2026-08-18 19:46:08,2026-08-18 19:58:14,2026-08-18 19:58:15,726,100,True,I consent to participate,5,3,2,73.53059999999999,49.759,0,0,Response suggested that the person should leave their ex bf alone and that they were pushing boundaries.,0,0,0,0
R_5nlwijuSPceguqG,664a3f0ae0d5a65f9f185638,,2026-08-18 19:45:27,2026-08-18 19:59:00,2026-08-18 19:59:01,812,100,True,I consent to participate,5,0,5,62.022800000000004,62.31699999999999,0,0,"Although you are close to your old coworkers and don't want to see an implosion occur, ultimately these are adults who have not been proven to break any professional standards. Reach out personally",0,0,0,0
R_11B0ljlxw7leI4c,67e5ebfad8af26b1bb60e460,,2026-08-18 19:45:34,2026-08-18 20:00:01,2026-08-18 20:00:01,867,100,True,I consent to participate,5,2,3,79.5328,46.891200000000005,0,0,I feel like you are slightly wrong but it's fixable.,0,0,0,0
R_5F3QVO5Q3Lscpua,69d2ade106fb9a39a40b3ad3,,2026-08-18 19:47:53,2026-08-18 20:02:12,2026-08-18 20:02:12,858,100,True,I consent to participate,5,1,4,96.58239999999999,36.4858,0,0,the kid who ate their Mom's Christmas Chocolate. When Commentor A said it was wrong to gorge out on the Chocolate. ,0,0,0,0
R_3talLseFNLvECTD,6a15ef3f8c304c656fa93be4,,2026-08-18 19:46:43,2026-08-18 20:02:15,2026-08-18 20:02:15,931,100,True,I consent to participate,5,4,1,62.191199999999995,68.85900000000001,0,0,"In the situation about the daughter grabbing another child's toy at the park, response B explained that even if the child meant no harm, the parent's job is to model accountability by offering quick, polite apology to de-escalate the situation and teach boundaries.",0,0,0,0
R_3fMLOIzhlArbE10,6a14e67cf20909f60e34ae64,,2026-08-18 19:50:17,2026-08-18 20:03:16,2026-08-18 20:03:17,778,100,True,I consent to participate,5,2,3,70.804,59.866200000000006,0,0,"Yes, you were technically wrong for not correcting the cashier, and you didn't do it because the mistake benefited you. However, it was on the cashier to catch the mistake and CVS is a big billionaire company that can afford to take the hit of a face wash.",0,0,0,0
R_1WMBR4WtLLl5BoL,69fd346d91e0db681a60069e,,2026-08-18 19:48:47,2026-08-18 20:03:50,2026-08-18 20:03:51,903,100,True,I consent to participate,5,3,2,75.581,37.7792,0,0,the situation about a husband wanting his wife to do more house chores just because he earns more than him. one of the responses was that they should both share the house chores and  take care of the child since it is their both  responsibility ,0,0,0,0
R_7PxRDJXs8BTIWdz,6a01df5c052f3cc4e1df3f0d,,2026-08-18 19:46:18,2026-08-18 20:04:25,2026-08-18 20:04:26,1086,100,True,I consent to participate,5,1,4,106.08580000000002,89.1658,0,0,You're in the wrong.,0,0,0,0
R_1KZ2inGeD1n2dKK,6a02d6ae830868fc71cdbdb9,,2026-08-18 19:47:05,2026-08-18 20:05:00,2026-08-18 20:05:01,1075,100,True,I consent to participate,5,2,3,56.1742,138.2672,0,0,"From the tattoo situation, Response B: ""Her body, her choice. Full stop.""",0,0,0,0
R_5fu8czZbnPoH5v3,69b32bdf1b7617a66b7b7f2a,,2026-08-18 19:45:42,2026-08-18 20:08:17,2026-08-18 20:08:18,1355,100,True,I consent to participate,5,2,3,130.31159999999997,98.83380000000001,0,0,"The nurse one with the patient, and basically saying that the wife was just giving a compliment and  it wasn't really meant to be something to get upset over even if the reaction was a bit much",0,0,0,0
R_7du8KGpbP5ZfGFj,6444b1e677ebe8b4e2c23abd,,2026-08-18 19:51:56,2026-08-18 20:10:32,2026-08-18 20:10:33,1116,100,True,I consent to participate,5,2,3,109.7426,42.273999999999994,0,0,You are definitely in the wrong. You are putting your wife's life in danger by pressuring her into a high risk surgery.,0,0,0,0
R_14NJNuHAr7HCvYi,66b588a4b3e0e55fc74390b3,,2026-08-18 19:45:37,2026-08-18 20:11:47,2026-08-18 20:11:48,1569,100,True,I consent to participate,5,3,2,97.0008,173.071,0,0,"As a dog owner, I wouldn't mind if someone put their dog's poop bag into my trash can IF it's already full. But if it's already been emptied then h no, and if I wasn't a dog owner I'd be pretty pissed. You're in the wrong.",0,0,0,0
R_7qxPXoKRxKAfXEZ,69fcca030785a9f9e258b889,,2026-08-18 19:57:30,2026-08-18 20:15:45,2026-08-18 20:15:46,1095,100,True,I consent to participate,5,4,1,70.5594,97.2654,0,0,"For the individual who wanted to sit in the back of the theater and respond to messages, Response A explained that she recognized that it would be difficult for the writer to enjoy the movie while thinking about unanswered messages. However, she advised him to shut his phone off as his office can function without him during the time that he was at the movies.",0,0,0,0
